32,34,33,34,33,27,20,20,20,20,21,20,20,20,20,20,20,20,21,20,20,20,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,21,21,21,21,20,20,21,20,20,20,20,20,20,21,20,21,20,20,20,20,20,20,20,20,21,20,20,20,20,21,20,20,20,20,20,21,21,21,21,20,20,20,21,21,20,20,20,21,20,21,21,20,20,20,20,20,20,20,20,21,20,20,20,21,20,20,20,21,20,21,20,20,20,20,20,20,20,20,20,32,34,33,34,33,27
24,26,25,26,25,35,21,21,20,21,20,20,21,21,20,21,20,21,20,20,20,20,20,20,20,21,20,20,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,20,20,20,20,20,21,21,20,21,21,21,20,21,20,20,21,20,20,20,21,20,20,20,20,21,21,21,20,21,21,21,21,21,20,21,20,20,20,20,21,21,20,20,20,20,20,20,20,21,20,20,20,21,20,21,20,21,21,21,20,20,20,21,20,20,20,20,20,21,20,21,20,24,26,25,26,25,35
32,34,33,34,33,27,20,20,20,21,20,20,20,20,21,20,20,21,20,20,21,20,20,20,21,20,20,20,20,20,21,20,21,21,20,21,20,20,20,20,21,20,20,20,21,20,21,20,20,20,20,20,20,20,21,20,20,20,20,20,21,21,20,21,20,20,20,20,21,20,21,20,21,20,20,20,20,20,20,21,20,20,20,21,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,20,20,20,20,21,20,21,21,20,20,20,20,20,21,20,21,20,20,21,20,32,34,33,34,33,27
24,26,25,26,25,35,20,21,20,21,20,20,21,20,21,21,20,20,20,21,20,21,21,20,20,20,21,21,21,21,20,20,21,20,20,20,20,20,21,20,21,21,20,20,20,21,20,20,21,21,20,21,20,20,20,21,21,20,21,20,20,21,21,20,20,20,20,20,20,21,20,20,20,20,20,20,20,20,21,21,20,21,20,21,21,20,21,20,20,21,20,20,20,20,21,21,21,20,20,20,20,20,20,20,20,21,20,20,20,21,20,21,20,21,21,20,20,21,20,24,26,25,26,25,35
32,34,33,34,33,27,21,20,20,21,20,20,21,20,20,20,20,20,20,20,21,21,21,20,20,20,20,20,21,20,20,20,20,20,21,20,21,21,20,21,20,21,20,20,20,21,20,20,21,20,20,20,20,20,20,20,21,21,20,20,20,21,20,21,20,20,21,20,20,20,21,20,21,20,21,21,21,20,20,21,21,20,21,20,20,21,21,21,21,21,20,20,20,21,20,21,20,20,21,21,20,20,20,21,21,21,20,20,21,20,20,20,20,20,21,20,20,20,20,32,34,33,34,33,27
24,26,25,26,25,35,20,20,20,21,21,20,20,20,21,20,21,20,20,20,21,20,20,20,20,21,20,20,21,20,21,21,20,20,20,21,21,21,21,20,20,20,20,21,20,20,20,20,21,20,20,20,20,20,21,21,20,20,21,20,20,20,20,21,20,21,20,20,20,21,20,20,20,20,21,20,20,21,20,21,21,20,20,20,21,21,20,20,21,20,20,21,21,20,21,21,20,21,20,20,20,21,20,21,21,21,21,21,21,20,21,21,20,20,20,21,21,20,20,24,26,25,26,25,35
32,34,33,34,33,27,20,20,21,20,21,20,21,20,20,21,21,20,21,21,20,20,20,20,21,21,21,20,21,20,21,20,20,20,20,21,20,20,20,20,20,20,20,20,20,20,21,20,20,21,21,20,20,20,20,20,20,20,20,20,21,21,20,20,21,20,20,21,21,21,20,20,20,21,21,21,20,20,21,20,20,20,20,21,21,21,21,20,20,20,21,20,21,21,20,20,21,20,21,20,21,20,20,21,20,20,20,20,21,20,20,20,20,20,21,21,21,21,20,32,34,33,34,33,27
24,26,25,26,25,35,21,21,20,20,20,20,20,21,20,21,20,21,21,21,20,21,20,20,21,20,20,21,20,20,21,20,20,20,20,21,21,20,20,20,20,21,20,21,20,21,20,21,20,20,21,21,20,20,21,21,20,20,20,20,21,21,20,21,20,20,20,21,20,20,20,21,20,20,20,21,20,20,20,20,20,21,20,21,20,21,20,21,20,21,21,20,21,21,21,20,20,21,20,21,21,21,21,21,20,20,20,20,21,20,20,21,21,20,20,20,21,20,20,24,26,25,26,25,35
32,34,33,34,33,27,20,21,21,20,20,20,21,20,21,21,21,20,21,21,20,21,21,20,21,20,21,20,21,21,20,20,21,21,21,20,20,21,20,21,20,20,20,20,20,21,20,20,21,21,20,21,20,21,20,20,21,20,20,21,20,21,20,21,20,21,20,20,20,20,21,20,21,20,20,20,20,20,21,20,21,20,20,20,20,21,20,20,20,20,20,20,20,20,20,20,21,21,20,21,20,20,20,20,21,20,20,20,20,21,20,21,21,21,20,20,21,20,20,32,34,33,34,33,27
24,26,25,26,25,35,20,20,20,21,21,20,20,20,20,20,21,20,20,20,20,21,21,20,21,20,21,21,20,20,20,21,21,20,20,20,21,20,20,21,20,20,21,20,21,20,21,21,20,20,21,21,21,20,20,20,20,20,21,21,21,20,21,21,21,21,21,20,21,21,20,20,21,20,21,21,20,20,20,20,20,20,21,20,20,21,21,21,20,20,20,21,21,21,21,20,20,20,20,20,20,21,21,21,20,20,21,21,20,20,20,20,21,21,20,20,20,20,21,24,26,25,26,25,35
32,34,33,34,33,27,21,21,21,20,20,21,20,21,21,21,21,20,21,21,20,21,20,20,20,20,20,21,21,20,20,21,20,20,20,20,21,21,20,20,20,20,20,20,20,20,20,20,21,21,21,21,20,21,21,20,21,20,21,20,21,21,20,21,20,20,21,21,21,20,21,21,21,20,20,20,20,21,20,20,20,20,21,20,20,21,20,21,21,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,21,20,20,20,20,21,20,20,20,21,21,20,20,20,20,32,34,33,34,33,27
24,26,25,26,25,35,21,21,21,20,20,20,20,20,21,21,20,20,20,21,20,20,21,21,21,21,20,21,20,21,21,20,21,20,20,21,21,20,20,20,20,20,20,20,21,20,21,20,21,20,20,20,20,20,20,21,21,21,20,20,20,20,21,21,20,21,21,21,21,21,20,21,20,20,20,20,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,20,21,20,20,20,20,20,20,20,21,21,20,21,20,20,20,20,20,20,20,24,26,25,26,25,35
32,34,33,34,33,27,20,21,20,20,21,21,20,21,20,21,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,21,20,20,20,20,20,21,21,21,20,20,20,21,21,20,21,20,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,21,20,21,21,20,20,20,20,21,20,20,20,20,21,20,20,21,20,20,20,21,20,20,20,21,20,20,21,20,21,20,20,20,20,20,21,20,20,21,20,21,20,20,20,20,20,21,20,20,21,21,20,20,20,20,20,32,34,33,34,33,27
24,26,25,26,25,35,20,21,20,20,20,20,20,21,20,20,21,20,21,21,20,21,21,20,20,20,21,21,21,20,21,21,20,20,20,20,20,21,21,20,20,20,21,20,20,20,21,20,20,21,21,20,21,20,20,21,20,21,21,21,20,21,20,20,20,20,20,20,20,20,21,20,20,20,20,21,20,20,21,21,20,20,20,20,20,21,20,21,20,20,21,21,20,20,20,20,20,20,20,21,21,20,21,20,20,21,20,20,20,20,21,20,20,21,20,20,21,20,20,24,26,25,26,25,35
32,34,33,34,33,27,20,20,21,20,20,20,20,20,20,21,20,20,21,21,20,20,20,21,20,20,20,20,21,20,20,20,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,20,20,20,20,21,20,21,21,20,21,20,20,20,20,21,20,20,21,20,20,21,21,20,20,21,20,20,21,20,20,20,20,21,20,20,21,20,20,20,20,20,20,20,21,21,20,20,21,20,21,20,21,20,20,21,21,21,20,20,20,20,32,34,33,34,33,27
24,26,25,26,25,35,20,21,21,20,20,20,21,21,20,21,21,20,20,20,20,20,20,21,20,21,20,21,20,20,20,20,21,21,20,20,20,20,21,21,20,20,20,20,21,21,20,20,21,21,21,21,20,20,20,20,21,20,21,21,21,21,20,21,21,20,20,20,21,21,20,20,21,20,21,20,21,20,21,20,20,20,20,20,20,21,20,20,20,20,20,20,21,21,20,21,21,20,20,20,21,20,20,20,20,20,21,20,20,20,20,20,20,21,20,20,21,20,20,24,26,25,26,25,35
32,34,33,34,33,27,20,21,21,20,20,20,21,21,21,21,20,20,21,21,20,20,20,20,20,20,20,20,20,20,20,21,20,21,21,20,20,21,20,20,20,20,21,20,20,20,20,20,20,20,21,20,20,20,20,20,21,20,21,20,21,20,20,20,20,21,20,20,20,20,21,21,20,20,20,21,21,20,20,20,20,20,21,20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,20,21,20,21,21,20,20,21,20,21,20,20,21,21,21,21,20,20,32,34,33,34,33,27
24,26,25,26,25,35,21,20,21,20,21,20,21,20,21,20,21,20,20,20,20,21,21,20,20,20,21,21,20,21,21,20,20,20,20,21,21,20,20,20,20,20,21,20,20,20,20,21,20,21,20,20,21,20,20,21,21,20,21,21,20,21,20,21,21,21,20,20,20,21,21,20,20,21,20,21,21,21,20,20,20,21,20,20,20,21,21,20,21,20,21,20,20,20,20,20,20,20,20,20,21,20,20,20,20,21,20,20,21,20,21,21,20,20,20,20,21,20,21,24,26,25,26,25,35
32,34,33,34,33,27,21,20,20,21,20,21,20,20,21,21,21,20,20,21,21,20,21,21,21,20,20,20,20,20,20,20,21,21,20,20,20,21,20,21,21,20,20,20,20,20,20,21,20,21,20,20,21,21,20,21,20,20,21,20,20,20,20,20,20,21,21,20,20,21,20,21,20,21,20,20,20,20,20,20,20,20,21,20,20,21,21,21,21,20,20,20,21,20,20,20,20,20,21,20,21,20,20,20,21,20,21,20,21,20,20,20,21,20,21,20,20,20,20,32,34,33,34,33,27
24,26,25,26,25,35,20,20,20,20,21,20,20,20,20,21,21,20,21,20,21,20,20,20,20,21,20,20,21,20,20,20,20,20,20,21,21,21,20,20,21,21,20,20,20,21,21,20,21,21,21,20,21,21,20,20,20,20,20,21,21,20,20,20,20,21,21,20,20,20,20,20,20,20,20,21,21,20,21,21,20,20,21,21,21,20,20,20,21,20,21,21,21,20,20,21,20,20,20,21,20,20,21,21,20,21,21,20,20,20,21,20,20,20,20,20,20,20,21,24,26,25,26,25,35
32,34,33,34,33,27,20,20,20,20,20,20,21,20,20,21,20,21,20,21,20,20,20,20,20,20,20,20,21,20,21,21,21,20,20,21,20,20,21,20,20,21,20,20,20,21,20,21,21,20,20,21,20,20,20,20,20,20,21,20,21,20,21,21,20,21,21,20,21,21,21,21,20,20,21,20,20,20,20,21,20,21,21,20,21,20,20,21,20,21,21,20,20,20,20,20,20,20,20,20,20,21,21,20,20,20,20,21,20,20,21,20,20,21,21,21,20,20,20,32,34,33,34,33,27
24,26,25,26,25,35,21,21,20,21,21,21,21,20,20,21,20,20,20,21,20,20,21,20,20,21,20,21,20,20,21,20,20,20,21,21,20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,21,20,20,21,20,21,20,20,21,20,21,20,20,21,20,21,21,21,20,20,20,20,20,21,20,20,20,20,21,21,21,21,21,21,20,20,21,20,21,20,20,20,21,20,20,20,21,20,21,20,20,20,21,20,24,26,25,26,25,35
32,34,33,34,33,27,21,20,20,20,21,20,20,20,20,20,21,20,20,21,20,21,20,21,20,21,20,20,20,20,20,20,20,21,20,20,21,21,21,20,20,21,20,20,21,21,20,21,20,20,20,20,20,20,21,20,20,21,20,20,21,20,20,20,21,20,20,20,21,20,20,20,20,21,21,21,20,20,20,20,20,20,21,20,20,20,20,21,20,21,21,20,20,21,20,20,20,20,20,20,21,21,20,20,20,20,20,21,20,20,21,21,21,20,20,20,20,21,20,32,34,33,34,33,27
24,26,25,26,25,35,20,20,21,20,20,20,20,20,20,20,21,20,20,20,20,20,20,21,21,20,21,20,20,20,21,20,20,21,20,21,20,21,20,21,20,21,20,20,20,20,20,20,20,20,20,20,21,21,20,20,21,20,20,20,20,20,21,21,20,21,20,20,20,20,21,21,20,20,20,20,20,20,20,20,21,20,20,20,21,20,20,20,21,20,21,20,21,20,20,21,20,21,20,20,21,20,21,21,20,20,20,20,20,20,21,21,20,20,21,20,21,20,21,24,26,25,26,25,35
32,34,33,34,33,27,20,20,21,20,21,21,21,20,20,21,21,21,20,20,20,20,20,21,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,21,21,20,21,20,20,21,21,20,21,20,21,20,21,20,20,21,21,21,21,21,21,20,20,20,20,20,21,20,21,21,20,21,20,20,21,21,20,20,21,21,20,21,20,20,21,21,21,20,21,21,20,20,21,20,20,20,20,21,20,20,21,20,20,20,20,21,20,21,21,20,20,20,20,21,20,20,20,20,20,32,34,33,34,33,27
24,26,25,26,25,35,20,20,20,20,20,20,20,20,20,21,20,21,21,20,20,20,21,21,20,21,20,20,20,20,20,20,21,20,21,21,20,20,20,20,20,20,20,20,20,20,20,21,21,20,21,20,20,20,21,21,20,21,21,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,21,20,20,21,21,20,20,21,21,20,20,20,21,20,20,21,21,21,20,20,20,21,20,21,21,21,20,20,20,20,20,20,20,20,21,20,20,20,20,20,21,21,21,20,21,24,26,25,26,25,35
32,34,33,34,33,27,20,20,20,20,20,21,20,20,21,20,21,20,20,21,20,20,20,20,21,20,20,20,21,20,20,20,20,20,20,20,20,21,20,21,21,20,21,20,21,20,20,20,21,20,20,20,20,21,21,21,20,20,20,21,21,20,20,20,20,21,20,20,21,21,20,20,21,20,21,21,20,20,20,20,21,21,20,21,20,21,20,20,20,21,20,20,20,21,21,21,20,20,21,20,20,21,21,21,21,20,20,21,20,20,20,20,20,21,21,20,21,20,20,32,34,33,34,33,27
24,26,25,26,25,35,21,20,21,20,21,20,21,20,20,20,20,20,20,20,21,20,20,20,21,20,21,20,20,20,20,20,21,20,20,20,21,20,20,20,21,20,20,21,20,21,21,21,20,20,20,21,21,21,21,21,20,20,20,20,20,20,21,20,20,20,21,20,20,20,20,21,21,20,20,21,20,21,20,20,20,20,20,20,20,20,21,21,20,20,20,20,21,20,21,20,21,20,20,21,20,21,20,20,20,20,20,20,20,20,20,21,21,21,20,21,20,21,21,24,26,25,26,25,35
32,34,33,34,33,27,21,20,20,20,21,20,20,20,20,20,20,20,21,20,21,20,21,20,20,20,21,20,20,20,20,20,20,21,20,20,20,21,21,20,20,21,20,21,20,21,20,20,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,21,20,20,20,20,20,20,20,20,21,21,20,21,21,20,20,20,20,21,21,21,20,21,20,20,20,20,20,20,20,20,20,21,21,20,20,32,34,33,34,33,27
24,26,25,26,25,35,21,20,21,20,20,20,20,20,20,20,21,21,20,20,21,21,20,20,20,20,20,21,21,20,21,20,20,20,21,20,21,20,20,20,20,20,20,21,20,20,21,20,21,20,21,20,21,20,20,20,21,20,20,20,21,20,21,20,20,21,21,21,20,20,21,20,20,20,20,21,21,21,20,21,20,20,20,20,20,20,20,21,20,21,20,20,21,20,20,20,21,20,20,20,20,21,21,21,20,21,20,20,20,20,20,20,20,20,20,20,20,21,20,24,26,25,26,25,35
32,34,33,34,33,27,21,21,20,21,21,20,21,20,21,21,20,20,20,21,21,20,20,20,20,20,20,21,20,20,21,21,21,21,21,20,20,20,20,21,20,21,21,21,21,21,21,20,20,20,20,21,20,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,20,21,20,21,20,20,20,21,20,20,20,20,21,20,21,20,21,20,21,21,20,20,21,20,20,20,20,20,20,20,21,20,21,21,20,20,20,20,20,21,20,21,20,21,20,21,21,20,21,32,34,33,34,33,27
24,26,25,26,25,35,20,20,20,21,21,20,20,20,20,21,20,20,20,20,20,20,21,21,21,20,20,20,21,20,20,20,21,20,20,20,21,20,20,21,20,21,21,20,21,20,20,20,20,20,20,20,21,20,21,20,20,20,21,21,20,20,20,20,20,20,21,21,20,21,20,20,20,21,20,21,20,21,20,20,20,20,21,20,21,20,21,20,21,21,20,21,20,20,20,20,20,20,20,21,21,20,20,20,21,21,21,21,20,20,21,20,20,21,20,20,20,21,20,24,26,25,26,25,35
32,34,33,34,33,27,20,21,20,20,21,20,20,21,21,21,20,20,20,20,21,21,21,21,21,21,20,20,20,21,20,20,21,20,21,21,20,21,20,20,21,20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,21,20,20,20,20,20,20,20,20,21,20,20,21,21,20,21,21,20,21,20,20,20,20,20,20,21,20,21,21,21,20,21,20,21,20,20,21,20,20,20,20,20,21,20,21,20,21,21,20,21,20,20,21,20,20,20,21,20,21,20,21,21,20,32,34,33,34,33,27
24,26,25,26,25,35,20,20,20,21,20,21,20,21,20,21,20,20,21,20,20,20,20,20,20,21,20,20,21,21,20,20,20,20,20,20,20,20,21,21,21,21,20,20,20,20,21,20,21,21,21,20,20,20,20,20,21,21,20,20,21,20,20,21,20,20,21,21,20,21,20,20,21,20,20,20,20,20,21,21,20,20,20,20,21,20,21,20,21,20,20,20,20,20,20,20,21,20,20,21,20,20,20,21,20,21,20,20,20,20,20,20,21,21,20,20,20,20,20,24,26,25,26,25,35
32,34,33,34,33,27,20,20,20,21,21,20,20,20,20,20,21,20,20,21,21,20,20,20,20,20,21,20,21,20,21,20,20,20,21,21,20,20,20,20,20,20,20,21,20,21,21,20,20,21,20,20,21,20,20,20,21,20,20,20,21,20,20,20,21,21,20,20,20,20,20,20,21,21,20,21,20,20,20,21,20,20,20,21,21,20,21,20,21,20,21,21,20,21,20,21,20,21,21,21,20,21,21,20,20,21,21,20,20,21,21,21,21,21,20,21,20,20,20,32,34,33,34,33,27
24,26,25,26,25,35,20,20,20,20,21,21,20,20,21,20,20,20,20,21,20,21,20,21,20,21,21,20,21,21,20,20,20,20,21,20,21,20,20,21,20,21,21,21,20,20,21,20,20,20,20,20,20,21,20,20,20,20,20,20,21,21,20,21,20,20,21,20,20,20,20,20,21,20,20,21,20,20,20,21,21,20,21,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,20,20,21,21,20,21,20,21,20,20,20,21,20,20,20,20,20,21,20,20,20,24,26,25,26,25,35
32,34,33,34,33,27,20,21,20,21,20,20,21,20,20,20,21,21,21,21,20,20,20,20,21,20,21,20,20,20,21,20,20,20,20,20,20,21,20,20,20,20,20,21,20,21,20,21,21,21,21,20,20,20,20,20,20,20,20,20,21,20,20,21,20,21,20,21,20,20,20,20,20,20,20,20,21,21,20,20,20,20,20,20,20,21,21,20,21,20,20,20,20,21,20,21,20,20,21,21,20,20,20,20,20,20,20,21,21,20,20,20,21,20,20,21,20,20,21,32,34,33,34,33,27
24,26,25,26,25,35,20,21,21,21,20,21,20,21,20,20,20,20,21,20,21,20,20,21,21,21,20,20,21,20,20,20,21,20,20,20,20,21,20,20,20,20,20,21,21,20,20,20,20,21,20,20,20,20,20,20,20,21,20,20,20,20,21,20,20,21,20,20,21,21,21,21,20,20,20,21,20,20,20,21,20,20,20,20,21,20,20,20,20,20,21,20,20,20,21,20,21,21,20,20,21,21,20,20,20,21,20,20,21,21,20,20,21,21,21,20,20,20,20,24,26,25,26,25,35
32,34,33,34,33,27,21,20,20,20,20,21,20,20,21,20,20,21,20,20,21,21,20,21,21,21,20,20,20,20,21,21,20,20,20,20,21,20,21,21,20,20,20,20,21,21,20,20,20,21,20,20,21,20,20,21,20,20,21,21,20,21,21,20,20,20,20,21,20,20,20,20,21,20,21,20,20,20,20,20,20,20,21,20,20,20,21,20,20,20,20,21,20,21,20,20,20,20,20,21,21,21,20,20,20,20,21,20,21,20,20,20,20,20,20,20,21,21,21,32,34,33,34,33,27
24,26,25,26,25,35,20,20,20,21,20,21,20,20,21,21,20,20,20,20,20,21,21,20,21,20,21,20,21,20,21,20,20,20,21,20,20,20,21,20,20,21,21,20,20,20,21,20,20,20,20,20,20,20,21,20,20,20,21,20,20,20,21,20,20,21,21,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,20,21,20,20,21,21,21,20,21,20,21,20,20,21,20,20,20,20,20,21,21,20,20,20,21,20,20,20,20,20,21,20,21,21,21,21,20,24,26,25,26,25,35
32,34,33,34,33,27,20,20,20,20,20,20,21,20,20,21,20,21,21,21,20,21,20,20,20,20,21,20,21,20,21,21,20,20,20,20,20,20,21,20,20,20,21,20,20,20,21,20,21,21,20,21,21,21,20,20,20,21,21,20,20,21,21,20,21,20,20,21,20,20,20,20,20,20,20,21,20,21,20,21,20,21,21,20,20,21,21,20,20,20,21,20,20,20,21,20,20,20,20,21,20,20,21,20,20,20,21,20,20,20,21,20,20,20,20,21,21,20,20,32,34,33,34,33,27
24,26,25,26,25,35,21,20,20,20,21,20,20,21,20,20,20,20,20,20,21,20,21,20,20,20,21,20,21,21,21,20,20,20,20,21,20,20,20,20,21,20,20,20,20,20,20,20,21,21,20,20,20,20,20,21,21,20,20,21,20,20,21,20,21,21,20,21,21,21,21,20,20,21,20,20,20,20,21,21,20,21,21,20,20,20,20,21,21,20,21,21,20,20,20,21,21,20,21,21,21,21,21,21,20,20,20,21,20,20,21,21,20,21,20,20,20,20,21,24,26,25,26,25,35
32,34,33,34,33,27,21,20,20,21,21,21,20,21,21,20,20,20,20,20,20,20,21,21,21,20,21,21,20,20,20,20,20,20,21,20,21,20,21,20,21,21,20,21,21,20,20,21,20,20,21,21,21,20,20,20,20,21,21,20,20,20,20,21,21,21,21,20,20,20,20,20,20,21,20,20,20,21,20,20,20,20,20,21,20,21,21,20,20,20,20,20,21,20,20,21,20,20,21,20,21,21,21,21,21,21,21,20,20,20,21,20,20,20,20,20,21,20,20,32,34,33,34,33,27
24,26,25,26,25,35,21,20,21,20,21,20,20,20,20,21,20,21,20,20,20,20,20,21,20,20,20,20,20,20,20,21,20,21,21,20,20,21,20,21,20,21,20,20,21,20,21,20,20,20,21,21,20,20,21,20,20,20,20,21,21,20,20,21,20,20,20,21,21,20,20,20,20,20,21,20,20,20,21,20,20,20,20,21,20,20,21,20,20,20,21,20,20,21,20,20,20,21,20,20,20,20,20,21,20,20,20,21,20,20,20,20,20,20,20,20,20,20,21,24,26,25,26,25,35
32,34,33,34,33,27,21,21,20,20,21,20,20,20,21,20,21,21,20,20,21,20,20,20,21,20,21,20,20,20,20,20,21,21,21,21,20,20,20,20,20,20,20,20,20,21,21,21,21,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,21,20,21,21,20,20,20,20,20,20,21,21,20,20,20,20,20,20,20,21,20,20,20,20,20,20,20,20,20,20,20,20,21,21,20,20,20,20,20,21,21,21,20,20,20,20,20,20,21,20,20,20,21,20,20,32,34,33,34,33,27
24,26,25,26,25,35,21,21,21,20,20,21,20,21,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,20,20,20,20,20,20,21,21,20,20,20,21,20,20,20,20,20,20,20,21,21,20,20,20,20,21,21,21,20,20,21,21,20,21,21,20,20,20,20,21,21,21,20,21,20,21,20,20,20,20,20,20,21,21,20,20,21,21,20,20,20,21,20,20,21,20,21,20,20,20,21,20,20,21,20,20,20,21,20,20,20,21,21,20,20,20,20,20,20,20,24,26,25,26,25,35
